Sentence_ID,Source,Sentence,Label
962,Financial Phrasebank,Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,2
182,Financial Phrasebank,Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,2
4645,Financial Phrasebank,"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",0
4674,Financial Phrasebank,"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",0
3064,Financial Phrasebank,"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 .",1
4075,Financial Phrasebank,"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",0
4564,Financial Phrasebank,"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",0
2811,Financial Phrasebank,"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories .",0
122,Financial Phrasebank,"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",2
3619,Financial Phrasebank,"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m .",1
4456,Financial Phrasebank,"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",2
599,Financial Phrasebank,"The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005 .",2
3126,Financial Phrasebank,"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares .",1
2812,Financial Phrasebank,"As a result of the negotiations , the amount of employment contracts to be terminated is 13 .",0
2495,Financial Phrasebank,"Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 .",2
2726,Financial Phrasebank,"+£lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +£lo P+ñrnits , chairman of the supervisory board of +£lemiste City and Mainor .",1
108,Financial Phrasebank,"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",2
99,Financial Phrasebank,An individual promotion also generated slightly higher-than-expected revenues .,2
3202,Financial Phrasebank,The company 's model is based on developer contracting construction projects and customer focused project management .,1
2101,Financial Phrasebank,"Finnish financial software developer Basware Oyj said today it will provide its invoice automation ( IA ) solution to an unnamed major retail company in the USA in a deal , worth more than EUR300 ,000 .",2
1230,Financial Phrasebank,GenVec is a biopharmaceutical company developing novel therapeutic drugs and vaccines .,1
1225,Financial Phrasebank,Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,1
549,Financial Phrasebank,"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",2
2128,Financial Phrasebank,in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,2
4784,Financial Phrasebank,"Currently , the company foresees its pre-tax profit to remain below the 2009 level when it reached EUR 700,000 USD 934,000 , compared with previous projections of a slightly better pre-tax profit .",0
167,Financial Phrasebank,"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",2
3281,Financial Phrasebank,"The market value of one crane is some USD6m , reported the Finnish news agency STT .",1
4216,Financial Phrasebank,"( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland .",0
4411,Financial Phrasebank,Net sales have been eaten by the weak US dollar .,0
989,Financial Phrasebank,"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",2
2592,Financial Phrasebank,"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .",1
1458,Financial Phrasebank,"When completed , the 120-meter Watchtower will be the highest building in Ireland .",1
4045,Financial Phrasebank,Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,0
342,Financial Phrasebank,"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",2
1985,Financial Phrasebank,"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments .",1
2631,Financial Phrasebank,"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",1
4076,Financial Phrasebank,"The poorest index figure was given to Finnish power company Fortum , 4.5 .",0
4782,Financial Phrasebank,"ADPnews - Sep 28 , 2009 - Finnish silicon wafers maker Okmetic Oyj HEL : OKM1V said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today .",0
199,Financial Phrasebank,Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,2
3638,Financial Phrasebank,"In the automobile space , Maruti is the most searched brand in cars .",1
1050,Financial Phrasebank,It will use the proceeds from the transaction to achieve its target .,1
787,Financial Phrasebank,The estimated synergy benefits are at least EUR7m annually .,2
1534,Financial Phrasebank,"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",1
4581,Financial Phrasebank,"Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 .",0
1138,Financial Phrasebank,A new production line is being completed for the contract production of hormone treatments .,2
3546,Financial Phrasebank,Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 .,1
4023,Financial Phrasebank,Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,0
4558,Financial Phrasebank,The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,0
1958,Financial Phrasebank,`` I see my new post as an inspiring challenge .,1
1032,Financial Phrasebank,"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",1
2891,Financial Phrasebank,Financial details were n't disclosed .,1
2167,Financial Phrasebank,Nokia Corp of Finland Tuesday said it has received a unified device managment contract with Finnish operator Elisa Oyj .,1
1674,Financial Phrasebank,Three students from Universiti Sains Malaysia have won a study trip to Helsinki .,1
154,Financial Phrasebank,"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .",2
2265,Financial Phrasebank,"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement .",2
1099,Financial Phrasebank,The issuer is solely responsible for the content of this announcement .,1
1324,Financial Phrasebank,Ramirent is the leading construction machinery rental company in Finland with annual sales of EUR 134 million in 2009 and operating nationwide through 83 outlets and 612 employees .,2
188,Financial Phrasebank,"EPS for the quarter was EUR0 .00 , as compared with EUR0 .01 in the third quarter of 2008 , representing a Group net sales for the third quarter were EUR15 .3 m , up by 2.8 % as compared with EUR14 .9 m in the third quarter of 2008 .",2
673,Financial Phrasebank,The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,0
4005,Financial Phrasebank,"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",0
543,Financial Phrasebank,Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,0
1051,Financial Phrasebank,"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results .",2
4088,Financial Phrasebank,"In February 2011 , new wording of Identity Documents Act that makes Mobile ID a state-approved electronic document as of February 1st 2011 entered into force .",1
3922,Financial Phrasebank,The total investment of the project will be approximately EUR 36m .,1
992,Financial Phrasebank,These companies will be able to keep their market positions .,2
4695,Financial Phrasebank,Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,0
2195,Financial Phrasebank,Talvivaara has secured a 10-year off-take agreement for 100 per cent of its main output of nickel and cobalt to Norilsk Nickel and entered into a long-term zinc streaming agreement with Nyrstar NV .,2
180,Financial Phrasebank,"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",2
3194,Financial Phrasebank,The company may at any time have in its possession one tenth of all its shares at the maximum .,1
1792,Financial Phrasebank,"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .",2
3755,Financial Phrasebank,"Technopolis has set aside a plot of land measuring 4.6 hectares to build the park , Mikkonen said .",1
3331,Financial Phrasebank,The previous offer was 3.4 % of voting rights and 12.3 % of capital .,1
4165,Financial Phrasebank,"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",1
4449,Financial Phrasebank,Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,0
1392,Financial Phrasebank,The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .,1
3915,Financial Phrasebank,The through service of FESCO is a telling example of strengthening the relationship between logistics companies and operators at the international level .,2
765,Financial Phrasebank,"Finnish construction company YIT Oyj said on November 13 , 2007 it won a 70 mln euro $ 102.8 mln contract to construct the new office building for local property company Tapiola Real Estate Oy .",2
917,Financial Phrasebank,"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",2
1661,Financial Phrasebank,"The total investment necessary will be EUR40m , the company estimated .",1
639,Financial Phrasebank,"`` The number of collection errors fell considerably , and operations speeded up .",2
561,Financial Phrasebank,"Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .",2
4025,Financial Phrasebank,"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",0
3113,Financial Phrasebank,SAMPO PLC Jarmo Salonen Head of Investor Relations and Group Communications tel. +358 10 516 0030 Distribution : NASDAQ OMX Helsinki The principal media Financial Supervisory Authority www.sampo.com This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .,1
4618,Financial Phrasebank,"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",0
1469,Financial Phrasebank,"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .",1
1854,Financial Phrasebank,It said Comptel delivers reliable provisioning and activation solutions which improve fulfilment processes for operators .,1
1995,Financial Phrasebank,"According to Finnish insurance companies Tapiola , Local Insurance Group ( L+ñhivakuutus ) , and Pohjola the two fierce storms at the end of July and in the beginning of August 2010 that felled trees around Finland have speeded up sales of forest insurance .",2
1532,Financial Phrasebank,"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however .",2
2053,Financial Phrasebank,"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",2
892,Financial Phrasebank,The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,2
391,Financial Phrasebank,YIT Construction and the town of Riihim+ñki have signed a lease contract whereby the town will occupy the Travel Centre office facilities .,2
4689,Financial Phrasebank,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",0
23,Financial Phrasebank,"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",2
4094,Financial Phrasebank,"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",2
341,Financial Phrasebank,"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",2
3540,Financial Phrasebank,"Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry .",1
4387,Financial Phrasebank,A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,0
569,Financial Phrasebank,With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients .,2
4758,Financial Phrasebank,"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",0
3535,Financial Phrasebank,As a result some 20 persons will no longer be needed .,0
1526,Financial Phrasebank,"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 .",0
1149,Financial Phrasebank,"Finnish Suominen Corporation that makes wet wipes , nonwovens , and flexible packaging is starting employer-employee negotiations at its Tampere plant in Finland to lay off about 25 employees .",0
291,Financial Phrasebank,"The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt .",2
4164,Financial Phrasebank,"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .",0
4026,Financial Phrasebank,"In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 .",0
4550,Financial Phrasebank,The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .,0
1782,Financial Phrasebank,HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,2
825,Financial Phrasebank,"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted .",2
4213,Financial Phrasebank,Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .,0
240,Financial Phrasebank,"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",2
4655,Financial Phrasebank,"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",0
4706,Financial Phrasebank,Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,0
2275,Financial Phrasebank,"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 .",2
4802,Financial Phrasebank,Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,0
4796,Financial Phrasebank,The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,0
4441,Financial Phrasebank,A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,0
9,Financial Phrasebank,Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,2
2809,Financial Phrasebank,"As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal .",1
1826,Financial Phrasebank,"`` QPR 8 integrated management system is the fastest , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes .",2
4595,Financial Phrasebank,"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",0
4561,Financial Phrasebank,"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",0
280,Financial Phrasebank,Sales of clothing developed best .,2
951,Financial Phrasebank,"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",2
3556,Financial Phrasebank,"Combined with the Basware Enterprise Purchase to Pay portfolio , it provides a high level of automation for procurement and invoice workflows .",1
537,Financial Phrasebank,"With this subscription , Fortum 's ownership in TGK-10 has increased to slightly over 76 % of shares and voting rights .",1
2968,Financial Phrasebank,"Includes company and brand share data by category , as well as distribution channel data .",1
734,Financial Phrasebank,"At this growth rate , paying off the national debt will be extremely painful .",0
1510,Financial Phrasebank,"Cathay Forest 's strategy is to develop sustainable , regenerative forest assets .",1
2902,Financial Phrasebank,"Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",1
1719,Financial Phrasebank,"We are honored to be acknowledged for our commitment to the industry , especially in Asia Pacific . ''",2
1520,Financial Phrasebank,"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina .",1
4754,Financial Phrasebank,"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",0
795,Financial Phrasebank,"` This is a repeat order to follow successfully installed 159 elevators in the same Delhi metro system , ' Kone spokeswoman told Thomson Financial News .",2
879,Financial Phrasebank,"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",2
2505,Financial Phrasebank,"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council .",1
2168,Financial Phrasebank,Nokia has enough users to do just as well .,1
733,Financial Phrasebank,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",0
4306,Financial Phrasebank,"After the transaction , Herttaassa 's holding in Alma Media has fallen below the flagging limit of 5 % .",1
1015,Financial Phrasebank,"ABOUT MIDNIGHTTRADER : MidnightTrader is the premier source of extended-hours US equity trading analysis , news and forecasting for the retail and institutional investment community .",1
3920,Financial Phrasebank,The total investment in 2006 and 2007 is expected to amount to about EUR75m .,1
2803,Financial Phrasebank,An EU law on the issue may be introduced around 2010 .,1
2169,Financial Phrasebank,"Of this , EUR 38.8 mn was net interest income .",1
3068,Financial Phrasebank,"On the other hand , Montevideo said that having the two mills working in the area will generate jobs .",2
164,Financial Phrasebank,"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",2
998,Financial Phrasebank,Uponor improved its performance in spite of the decrease in residential construction in the US .,2
271,Financial Phrasebank,Previously the company has estimated its operating profit to reach the level of 2005 only .,2
4123,Financial Phrasebank,Nokia will certainly disagree with Qualcomm 's views on the patent situation .,0
919,Financial Phrasebank,Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal .,2
807,Financial Phrasebank,Finnish forest machinery manufacturer Ponsse has agreed with Volvo on the start of cooperation in Latin America .,2
4707,Financial Phrasebank,Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,0
4418,Financial Phrasebank,"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",0
2430,Financial Phrasebank,"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",1
145,Financial Phrasebank,Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,2
1992,Financial Phrasebank,"The liquidity providing was interrupted on May 11 , 2007 when Aspocomp Group Oyj 's shares traded below 0.50 cent ( Aspocomp 's stock exchange release 11.5.2007 ) .",0
4701,Financial Phrasebank,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,0
4361,Financial Phrasebank,The total number of filling stations has been on the decrease recently .,0
995,Financial Phrasebank,"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",2
4792,Financial Phrasebank,"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",0
2668,Financial Phrasebank,"The platform is based built on Intel s second-generation MID platform , called Moorestown .",1
2936,Financial Phrasebank,Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .,1
3842,Financial Phrasebank,The estimated value of the deal is USD 9.2 million .,1
4392,Financial Phrasebank,"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia .",0
4545,Financial Phrasebank,"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility .",1
3584,Financial Phrasebank,Financing of the project will come mainly from China .,1
1781,Financial Phrasebank,HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. .,2
4163,Financial Phrasebank,"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media .",0
1791,Financial Phrasebank,The policy was also aimed at making the companies more profitable and competitive .,2
4737,Financial Phrasebank,"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",0
362,Financial Phrasebank,"Profit per share was EUR 1.03 , up from EUR 0.87 .",2
4066,Financial Phrasebank,"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",0
2243,Financial Phrasebank,"The segment has an annual revenue of approximately EUR400m , the company said .",1
4050,Financial Phrasebank,The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,0
4395,Financial Phrasebank,"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",0
4617,Financial Phrasebank,The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,0
3066,Financial Phrasebank,Okmetic revised its 2010 financial outlook based on its order book .,1
3453,Financial Phrasebank,"When the product is manufactured in Finland , it is also packed in the country .",1
3442,Financial Phrasebank,"UPM is talking to Myllykoski+ó s creditor banks -- Nordea ( STO : NDA ) , Nordic Investment Bank and Danske Bank+ó s ( CPH : DANSKE ) Sampo Bank -- over a deal , the paper said .",1
4039,Financial Phrasebank,"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",0
893,Financial Phrasebank,"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",2
2246,Financial Phrasebank,"Then , it said the contract was estimated to contribute more than EUR150m to its net sales in 2010 .",2
4264,Financial Phrasebank,The measures result from weak demand in the shipbuilding industry .,0
387,Financial Phrasebank,The value of the firm 's forestry holdings increased by SEK 3.6 bn .,2
920,Financial Phrasebank,"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",2
977,Financial Phrasebank,"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",2
64,Financial Phrasebank,"At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) .",2
4126,Financial Phrasebank,"Outokumpu 's steel mill in Tornio , in Finland , is the suspected source .",0
1048,Financial Phrasebank,It also recovers valuable raw material for Kemira 's water chemical production .,1
4433,Financial Phrasebank,The union filed a grievance over the company 's overtime assignment policies .,0
935,Financial Phrasebank,Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,2
4329,Financial Phrasebank,Most of the layoffs will be in Finland .,0
92,Financial Phrasebank,"`` They would invest not only in the physical infrastructure , but would also provide know-how for managing and developing science and technology parks , '' said Sunrise Valley director Andrius Bagdonas .",2
1753,Financial Phrasebank,"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",2
4162,Financial Phrasebank,"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",0
393,Financial Phrasebank,The Finnish company Stockmann has signed the contract with the company Technopolis .,1
217,Financial Phrasebank,"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",2
852,Financial Phrasebank,"In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October .",2
3264,Financial Phrasebank,"The Group 's business sectors are Building Construction , Infrastructure Construction , Technical Building Services , and Building Products .",1
190,Financial Phrasebank,"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",2
4727,Financial Phrasebank,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",0
4040,Financial Phrasebank,"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",0
4402,Financial Phrasebank,"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",0
4771,Financial Phrasebank,The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,0
386,Financial Phrasebank,"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 .",2
4391,Financial Phrasebank,"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",0
47,Financial Phrasebank,The agreement strengthens our long-term partnership with Nokia Siemens Networks .,2
4769,Financial Phrasebank,The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,0
1725,Financial Phrasebank,"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .",2
860,Financial Phrasebank,Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,2
4504,Financial Phrasebank,"The previously concluded adaptation measures concerning the other personnel are adequate for the time being , Raute said .",2
3020,Financial Phrasebank,"Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71 .",1
3734,Financial Phrasebank,Rimi supermarket is the key customer in Magistral center .,1
1920,Financial Phrasebank,The energy-efficient data center will be built by combining an effective energy solution with state-of-the-art technology .,2
4697,Financial Phrasebank,Net sales fell by 5 % from the previous accounting period .,0
4753,Financial Phrasebank,"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",0
1085,Financial Phrasebank,The company has a wide selection of metal products and services .,1
4425,Financial Phrasebank,Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,0
683,Financial Phrasebank,Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,0
4057,Financial Phrasebank,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",0
4438,Financial Phrasebank,"`` We can say that the number of deals has become normalized by the moment , and therefore we have decided to devalue our apartments now on sale , '' he added .",0
3712,Financial Phrasebank,Our tools are specifically designed with the needs of both the business users and ICT experts in mind .,1
2556,Financial Phrasebank,Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .,1
